Gene stable ID	GO term accession	GO term name	GO term definition	GO term evidence code	GO domain	Gene name
ENSMUSG00000062901	GO:0051865	protein autoubiquitination	The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink.	ISS	biological_process	Klhl24
ENSMUSG00000062901	GO:0031463	Cul3-RING ubiquitin ligase complex	A ubiquitin ligase complex in which a cullin from the Cul3 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a BTB-domain-containing protein.	ISS	cellular_component	Klhl24
ENSMUSG00000062901	GO:0005912	adherens junction	A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules.	IEA	cellular_component	Klhl24
ENSMUSG00000062901	GO:0005912	adherens junction	A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules.	ISS	cellular_component	Klhl24
ENSMUSG00000062901	GO:0043204	perikaryon	The portion of the cell soma (neuronal cell body) that excludes the nucleus.	IEA	cellular_component	Klhl24
ENSMUSG00000062901	GO:0030057	desmosome	A cell-cell junction in which: on the cytoplasmic surface of each interacting plasma membrane is a dense plaque composed of a mixture of intracellular anchor proteins; a bundle of keratin intermediate filaments is attached to the surface of each plaque; transmembrane adhesion proteins of the cadherin family bind to the plaques and interact through their extracellular domains to hold the adjacent membranes together by a Ca2+-dependent mechanism.	IEA	cellular_component	Klhl24
ENSMUSG00000062901	GO:0030057	desmosome	A cell-cell junction in which: on the cytoplasmic surface of each interacting plasma membrane is a dense plaque composed of a mixture of intracellular anchor proteins; a bundle of keratin intermediate filaments is attached to the surface of each plaque; transmembrane adhesion proteins of the cadherin family bind to the plaques and interact through their extracellular domains to hold the adjacent membranes together by a Ca2+-dependent mechanism.	ISS	cellular_component	Klhl24
ENSMUSG00000062901	GO:0030057	desmosome	A cell-cell junction in which: on the cytoplasmic surface of each interacting plasma membrane is a dense plaque composed of a mixture of intracellular anchor proteins; a bundle of keratin intermediate filaments is attached to the surface of each plaque; transmembrane adhesion proteins of the cadherin family bind to the plaques and interact through their extracellular domains to hold the adjacent membranes together by a Ca2+-dependent mechanism.	ISO	cellular_component	Klhl24
ENSMUSG00000062901	GO:0045109	intermediate filament organization	Control of the spatial distribution of intermediate filaments; includes organizing filaments into meshworks, bundles, or other structures, as by cross-linking.	ISS	biological_process	Klhl24
ENSMUSG00000062901	GO:0016567	protein ubiquitination	The process in which one or more ubiquitin groups are added to a protein.	IEA	biological_process	Klhl24
ENSMUSG00000062901	GO:0045109	intermediate filament organization	Control of the spatial distribution of intermediate filaments; includes organizing filaments into meshworks, bundles, or other structures, as by cross-linking.	IEA	biological_process	Klhl24
ENSMUSG00000062901	GO:0051865	protein autoubiquitination	The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink.	IEA	biological_process	Klhl24
ENSMUSG00000062901	GO:0031463	Cul3-RING ubiquitin ligase complex	A ubiquitin ligase complex in which a cullin from the Cul3 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a BTB-domain-containing protein.	IEA	cellular_component	Klhl24
ENSMUSG00000062901	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	IEA	molecular_function	Klhl24
ENSMUSG00000062901	GO:2000312	regulation of kainate selective glutamate receptor activity	Any process that modulates the frequency, rate or extent of kainate selective glutamate receptor activity.	IEA	biological_process	Klhl24
ENSMUSG00000062901	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	IEA	molecular_function	Klhl24
ENSMUSG00000062901						Klhl24
ENSMUSG00000062901						Klhl24
ENSMUSG00000062901	GO:2000312	regulation of kainate selective glutamate receptor activity	Any process that modulates the frequency, rate or extent of kainate selective glutamate receptor activity.	IEA	biological_process	Klhl24
ENSMUSG00000062901	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	IEA	molecular_function	Klhl24
ENSMUSG00000030659	GO:0032099	negative regulation of appetite	Any process that reduces appetite.	IEA	biological_process	Nucb2
ENSMUSG00000030659	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005794	Golgi apparatus	A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions.	IEA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	IEA	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005615	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	ISO	cellular_component	Nucb2
ENSMUSG00000030659	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	IEA	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cells chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	IEA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IBA	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cells chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	IDA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IDA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	ISO	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IEA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005576	extracellular region	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.	IEA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005085	guanyl-nucleotide exchange factor activity	Stimulates the exchange of guanyl nucleotides associated with a GTPase. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase.	IEA	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005085	guanyl-nucleotide exchange factor activity	Stimulates the exchange of guanyl nucleotides associated with a GTPase. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase.	ISS	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005783	endoplasmic reticulum	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).	IDA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005783	endoplasmic reticulum	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).	IEA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0007264	small GTPase mediated signal transduction	Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals.	ISS	biological_process	Nucb2
ENSMUSG00000030659	GO:0006874	cellular calcium ion homeostasis	Any process involved in the maintenance of an internal steady state of calcium ions at the level of a cell.	TAS	biological_process	Nucb2
ENSMUSG00000030659	GO:0005085	guanyl-nucleotide exchange factor activity	Stimulates the exchange of guanyl nucleotides associated with a GTPase. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase.	ISO	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IDA	molecular_function	Nucb2
ENSMUSG00000030659	GO:0046627	negative regulation of insulin receptor signaling pathway	Any process that stops, prevents, or reduces the frequency, rate or extent of insulin receptor signaling.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:0043204	perikaryon	The portion of the cell soma (neuronal cell body) that excludes the nucleus.	IEA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0007264	small GTPase mediated signal transduction	Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:2000845	positive regulation of testosterone secretion	Any process that activates or increases the frequency, rate or extent of testosterone secretion.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi  and Golgi-to-ER transport.	ISO	cellular_component	Nucb2
ENSMUSG00000030659	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi  and Golgi-to-ER transport.	IBA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0032099	negative regulation of appetite	Any process that reduces appetite.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:0005635	nuclear envelope	The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space).	IEA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0045599	negative regulation of fat cell differentiation	Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:0001965	G-protein alpha-subunit binding	Interacting selectively and non-covalently with a G-protein alpha subunit. The alpha subunit binds a guanine nucleotide.	ISO	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005640	nuclear outer membrane	The outer, i.e. cytoplasm-facing, lipid bilayer of the nuclear envelope; continuous with the endoplasmic reticulum of the cell and sometimes studded with ribosomes.	IDA	cellular_component	Nucb2
ENSMUSG00000030659	GO:0043951	negative regulation of cAMP-mediated signaling	Any process which stops, prevents, or reduces the frequency, rate or extent of cAMP-mediated signaling, a series of molecular signals in which a cell uses cyclic AMP to convert an extracellular signal into a response.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:0046321	positive regulation of fatty acid oxidation	Any process that activates or increases the frequency, rate or extent of fatty acid oxidation.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:0005164	tumor necrosis factor receptor binding	Interacting selectively and non-covalently with the tumor necrosis factor receptor.	ISO	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005797	Golgi medial cisterna	The middle Golgi cisterna (or cisternae).	ISO	cellular_component	Nucb2
ENSMUSG00000030659	GO:0001965	G-protein alpha-subunit binding	Interacting selectively and non-covalently with a G-protein alpha subunit. The alpha subunit binds a guanine nucleotide.	ISS	molecular_function	Nucb2
ENSMUSG00000030659	GO:0070093	negative regulation of glucagon secretion	Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of glucagon.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:1901142	insulin metabolic process	The chemical reactions and pathways involving insulin.	ISO	biological_process	Nucb2
ENSMUSG00000030659	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi  and Golgi-to-ER transport.	IEA	cellular_component	Nucb2
ENSMUSG00000030659						Nucb2
ENSMUSG00000030659	GO:0032099	negative regulation of appetite	Any process that reduces appetite.	IEA	biological_process	Nucb2
ENSMUSG00000030659	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Nucb2
ENSMUSG00000030659	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Nucb2
ENSMUSG00000030659	GO:0032099	negative regulation of appetite	Any process that reduces appetite.	IEA	biological_process	Nucb2
ENSMUSG00000050628	GO:0003674	molecular_function	A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs. These actions are described from two distinct but related perspectives: (1) biochemical activity, and (2) role as a component in a larger system/process.	ND	molecular_function	Ubald2
ENSMUSG00000050628	GO:0008150	biological_process	A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.	ND	biological_process	Ubald2
ENSMUSG00000050628	GO:0005575	cellular_component	A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: (1) relative to cellular structures (e.g., cytoplasmic side of plasma membrane) or compartments (e.g., mitochondrion), and (2) the stable macromolecular complexes of which they are parts (e.g., the ribosome).	ND	cellular_component	Ubald2
ENSMUSG00000050628	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	IEA	molecular_function	Ubald2
ENSMUSG00000050628						Ubald2
ENSMUSG00000002565	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	IEA	molecular_function	Scin
ENSMUSG00000002565	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Scin
ENSMUSG00000002565	GO:0032991	protein-containing complex	A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.	ISO	cellular_component	Scin
ENSMUSG00000002565	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	ISO	cellular_component	Scin
ENSMUSG00000002565	GO:0030054	cell junction	A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0005856	cytoskeleton	Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0042995	cell projection	A prolongation or process extending from a cell, e.g. a flagellum or axon.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IBA	cellular_component	Scin
ENSMUSG00000002565	GO:0003779	actin binding	Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments.	IEA	molecular_function	Scin
ENSMUSG00000002565	GO:0051693	actin filament capping	The binding of a protein or protein complex to the end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0051015	actin filament binding	Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits.	IEA	molecular_function	Scin
ENSMUSG00000002565	GO:0051014	actin filament severing	The process in which an actin filament is broken down into smaller filaments.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0015629	actin cytoskeleton	The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes.	IBA	cellular_component	Scin
ENSMUSG00000002565	GO:0051015	actin filament binding	Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits.	IBA	molecular_function	Scin
ENSMUSG00000002565	GO:0008285	negative regulation of cell population proliferation	Any process that stops, prevents or reduces the rate or extent of cell proliferation.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0043065	positive regulation of apoptotic process	Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0002102	podosome	An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0042989	sequestering of actin monomers	The selective interaction of actin monomers with specific molecules that inhibit their polymerization by preventing their access to other monomers.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	Interacting selectively and non-covalently with phosphatidylinositol-4,5-bisphosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 4 and 5 positions.	IBA	molecular_function	Scin
ENSMUSG00000002565	GO:0005903	brush border	The dense covering of microvilli on the apical surface of a epithelial cells in tissues such as the intestine, kidney, and choroid plexus; the microvilli aid absorption by increasing the surface area of the cell.	IDA	cellular_component	Scin
ENSMUSG00000002565	GO:0045654	positive regulation of megakaryocyte differentiation	Any process that activates or increases the frequency, rate or extent of megakaryocyte differentiation.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0007417	central nervous system development	The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0032330	regulation of chondrocyte differentiation	Any process that modulates the frequency, rate or extent of chondrocyte differentiation.	ISS	biological_process	Scin
ENSMUSG00000002565	GO:0051014	actin filament severing	The process in which an actin filament is broken down into smaller filaments.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0051127	positive regulation of actin nucleation	Any process that activates or increases the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0051693	actin filament capping	The binding of a protein or protein complex to the end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0030031	cell projection assembly	Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0008154	actin polymerization or depolymerization	Assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0051016	barbed-end actin filament capping	The binding of a protein or protein complex to the barbed (or plus) end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0008285	negative regulation of cell population proliferation	Any process that stops, prevents or reduces the rate or extent of cell proliferation.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0042989	sequestering of actin monomers	The selective interaction of actin monomers with specific molecules that inhibit their polymerization by preventing their access to other monomers.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0043065	positive regulation of apoptotic process	Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0045654	positive regulation of megakaryocyte differentiation	Any process that activates or increases the frequency, rate or extent of megakaryocyte differentiation.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0051127	positive regulation of actin nucleation	Any process that activates or increases the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0032991	protein-containing complex	A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0051014	actin filament severing	The process in which an actin filament is broken down into smaller filaments.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	IEA	molecular_function	Scin
ENSMUSG00000002565	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Scin
ENSMUSG00000002565	GO:0032991	protein-containing complex	A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.	ISO	cellular_component	Scin
ENSMUSG00000002565	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	ISO	cellular_component	Scin
ENSMUSG00000002565	GO:0030054	cell junction	A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0005856	cytoskeleton	Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0042995	cell projection	A prolongation or process extending from a cell, e.g. a flagellum or axon.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IBA	cellular_component	Scin
ENSMUSG00000002565	GO:0003779	actin binding	Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments.	IEA	molecular_function	Scin
ENSMUSG00000002565	GO:0051693	actin filament capping	The binding of a protein or protein complex to the end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0051015	actin filament binding	Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits.	IEA	molecular_function	Scin
ENSMUSG00000002565	GO:0051014	actin filament severing	The process in which an actin filament is broken down into smaller filaments.	IEA	biological_process	Scin
ENSMUSG00000002565	GO:0015629	actin cytoskeleton	The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes.	IBA	cellular_component	Scin
ENSMUSG00000002565	GO:0051015	actin filament binding	Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits.	IBA	molecular_function	Scin
ENSMUSG00000002565	GO:0008285	negative regulation of cell population proliferation	Any process that stops, prevents or reduces the rate or extent of cell proliferation.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0043065	positive regulation of apoptotic process	Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0002102	podosome	An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm.	IEA	cellular_component	Scin
ENSMUSG00000002565	GO:0042989	sequestering of actin monomers	The selective interaction of actin monomers with specific molecules that inhibit their polymerization by preventing their access to other monomers.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	Interacting selectively and non-covalently with phosphatidylinositol-4,5-bisphosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 4 and 5 positions.	IBA	molecular_function	Scin
ENSMUSG00000002565	GO:0005903	brush border	The dense covering of microvilli on the apical surface of a epithelial cells in tissues such as the intestine, kidney, and choroid plexus; the microvilli aid absorption by increasing the surface area of the cell.	IDA	cellular_component	Scin
ENSMUSG00000002565	GO:0045654	positive regulation of megakaryocyte differentiation	Any process that activates or increases the frequency, rate or extent of megakaryocyte differentiation.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0007417	central nervous system development	The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0032330	regulation of chondrocyte differentiation	Any process that modulates the frequency, rate or extent of chondrocyte differentiation.	ISS	biological_process	Scin
ENSMUSG00000002565	GO:0051014	actin filament severing	The process in which an actin filament is broken down into smaller filaments.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0051127	positive regulation of actin nucleation	Any process that activates or increases the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0051693	actin filament capping	The binding of a protein or protein complex to the end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.	ISO	biological_process	Scin
ENSMUSG00000002565	GO:0030031	cell projection assembly	Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0008154	actin polymerization or depolymerization	Assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0051016	barbed-end actin filament capping	The binding of a protein or protein complex to the barbed (or plus) end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.	IBA	biological_process	Scin
ENSMUSG00000002565	GO:0051014	actin filament severing	The process in which an actin filament is broken down into smaller filaments.	IBA	biological_process	Scin
ENSMUSG00000018672						Copz2
